keywords,sentence
chair dog lay,a dog that is laying under a chair
chair dog lay,Little brown dog laying on a blue chair
field sky tree,oak tree in a field on blue sky
field sky tree,field with trees against the blue sky
field sky tree,lonely tree at a paddy field with blue sky
airplane runway take,airplane taking off on a runway
airplane runway take,A Delta airplane takes off of the runway.
airplane runway take,an airplane is taking off from the runway
building clock wall,A clock is on the wall of a building.
building clock wall,A clock mounted to a wall next to tall buildings.
building clock wall,a very tall building with two city clocks on the wall
graze pasture sheep,grazing sheep in a pasture
graze pasture sheep,sheep graze the green pastures .
graze pasture sheep,An open pasture with sheep grazing in it.
bathroom light mirror,A bathroom has a mirror and golden light.
bathroom light mirror,A mirror in a bathroom with the lights off.
bathroom light mirror,A bathroom has an mirror with an overhead light.
field sheep tree,field of sheep with a tree
field sheep tree,Four sheep in a field under a large tree.
field sheep tree,Sheep grazing in a green field with trees.
fly formation jet,there are six jets flying in formation
fly formation jet,A group of jets flies in formation together.
fly formation jet,The fighter jets fly in very close formation.
bathroom bathtub shower,bathtub and shower in the new bathroom
bathroom bathtub shower,main bathroom with a shower and bathtub
bathroom bathtub shower,The small bathroom has a bathtub without a shower.
dog herd sheep,A dog in near a herd of sheep.
dog herd sheep,The dog is rounding up a herd of sheep.
dog herd sheep,A herd of sheep next to two black dogs.
campus student walk,students walk on the campus
campus student walk,students walking in a campus
campus student walk,a student walks through campus
banana grow tree,bananas growing on a tree
banana grow tree,the banana which grew on the tree
banana grow tree,Large trees that have bananas growing from them.
city train travel,freight train traveling through a city
city train travel,Urban train traveling down the tracks of a city.
friend spend time,spent time with some friends .
friend spend time,spending time with friends by the lake
cat lie suitcase,cat lay on a suitcase
cat lie suitcase,cute cat lying in a suitcase
cat lie suitcase,cat lying down next to the suitcase
cheese pizza top,Two pizzas with cheese and an egg on top.
cheese pizza top,Cheese is being grated on top of a pizza.
cheese pizza top,A thin crust pizza with just cheese on the top
grow mushroom tree,mushroom growing on a tree
grow mushroom tree,mushrooms grow off a birch tree
grow mushroom tree,mushrooms grow on a tree at an overlook
boat moor pier,boats moored to a pier
boat moor pier,fishing boat moored at the pier
boat moor pier,a boat is moored at the end of a pier .
bloom flower tree,flowers bloom on a tree .
bloom flower tree,tree of blooming white flowers .
bloom flower tree,A flower in a tree that is blooming.
station train walk,People walking by a train at a train station.
station train walk,A train next to a station as a man walks beside it
station train walk,A subway station with people walking to and from trains.
move station train,a train moving through a station
move station train,the train moving on railway station
move station train,An old non moving train sitting in station.
beach boat moor,boat moored in a beach
beach boat moor,boat moored on the beach
beach boat moor,small wooden boat moored up on a beach
meat plate sauce,"A plate of meat, vegetables and a sauce"
meat plate sauce,Some meat with sauce on it is on a plate.
meat plate sauce,A white plate with meat and broccoli in sauce.
couch home room,plush gray couch in the living room of the home
couch home room,The living room of a home with a large sectional couch.
couch home room,This is someones couch in their living room in their home.
eat elephant tree,elephant eating at a tree
eat elephant tree,an elephant eats from a tree
eat elephant tree,Two elephants eating from trees in a field.
grow top tree,spruce trees grow on top .
grow top tree,lone tree growing at the top
grow top tree,tree growing on top of a temple
forest grow mushroom,mushrooms growing in a forest
forest grow mushroom,the forest of cranberries grown mushroom .
forest grow mushroom,mushrooms grow on tree trunk in the forest
coffee cup doughnut,a cup of coffee next to a doughnut
coffee cup doughnut,Two glazed doughnuts and a cup of coffee.
coffee cup doughnut,"a chocolate doughnut on a saucer, coffee in cup."
airplane park tarmac,A jet airplane parked on the tarmac
airplane park tarmac,An airplane parked on top of an airport tarmac.
airplane park tarmac,An red and white airplane parked on a concrete tarmac.
banana bunch table,a bunch of bananas are on a table
banana bunch table,A bunch of bananas with three men by the table.
fly mountain plane,a lone plane flies over the mountains
fly mountain plane,a plane flying on the mountain very fast
fly mountain plane,a large plane is flying above some mountains
grass herd sheep,A herd of sheep roam in the grass.
grass herd sheep,a herd of sheep graze on some green grass
grass herd sheep,a small herd of sheep eat some grass under the trees
depart station train,a train departs the station
depart station train,train departing from a station
depart station train,train starts departing the station .
city lead road,roads led to the city
city lead road,road leading into a city
city lead road,road in city leading to palace .
bath bathroom shower,bathroom with shower over bath
bath bathroom shower,bathroom with shower in the bath
bath bathroom shower,bathroom with a bath and a shower
park plane tarmac,planes parked on the tarmac
park plane tarmac,A small plane is parked on a tarmac.
park plane tarmac,War planes parked on a tarmac at an airport.
day station train,train on a foggy day at station
day station train,a train is arriving to a station in the day
day station train,Trains pull into a train station during the day.
